,Tweet
3222,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3223,"RT @ekisiangani: I don't like the pressure the world has exerted on our Marathon Superstar, Eliud Kipchoge. He is even making things worse…"
3224,"RT @Asmali77: Safaricom to provide a free YouTube bundle on the day of Eliud Kipchoge’s race. From 8 AM to 4 PM, all Safaricom customers ca…"
3225,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3226,"RT @ChiralAfrique: Kenya's Eliud Kipchoge's attempt at proving #nohumanislimited 

Eliud Kipchoge, the current world marathon record holder…"
3227,"RT @ac_mitchelle: Eliud Kipchoge Is the Greatest Marathoner, Ever - The New York Times https://t.co/45juD4rqNg"
3228,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3229,"Kenya's Eliud Kipchoge's attempt at proving #nohumanislimited 

Eliud Kipchoge, the current world marathon record h… https://t.co/VCo2fKNDTc"
3230,"RT @fast_women: Eliud Kipchoge will try to break 2:00 in the marathon some time between October 12 and 14, depending on when the weather is…"
3231,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3232,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3233,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3234,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3235,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3236,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3237,New post (GO KIPCHOGE ! IT&amp;#39;S POSSIBLE : Eliud Kipchoge Ineos 1:59 Challenge) has been published on Roots Afriki… https://t.co/TxoIUoAk2r
3238,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3239,RT @dailybuzzke: Safaricom Milks from Eliud Kipchoge's Fame by Changing Mpesa logo to his Name https://t.co/Fn6JB3CoA8 via @dailybuzzke #KO…
3240,RT @EdenTeaKE: Greatness is achieved by those who attempt the impossible. We wish Eliud Kipchoge all the best in Vienna. #eliudkipchoge #ed…
3241,RT @OfficialGMFC: We wish #eliudkipchoge all the best in Saturday’s #ineos159challenge in Austria. He has the character to make history.…
3242,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3243,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3244,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3245,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3246,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
3247,RT @TheStarKenya: Olympic and world marathon champion Eliud Kipchoge will be making a second attempt to run under two hours https://t.co/wa…
3248,"If it was the federation the one responsible for Eliud kipchoge transport to Austria.
Sahi angekuwa Dubai In passen… https://t.co/qw9oQCF2px"
3249,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3250,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3251,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3252,RT @EdwinSigey_: Endurance against the principle of Speed V's Time. Long live the resilient Kenyan Spirit in Eliud Kipchoge Long Live !! 💪…
3253,"RT @Asmali77: Safaricom to provide a free YouTube bundle on the day of Eliud Kipchoge’s race. From 8 AM to 4 PM, all Safaricom customers ca…"
3254,RT @dispatchug: Kenya's leading telecom company @SafaricomPLC unveil M-Pesa logo featuring #Eliud159 in honour of Eliud Kipchoge's INEOS Ch…
3255,"RT @Jujamaican: Safaricom Changes Mpesa logo in support of Eliud Kipchoge #Eliud159 #ParteAfterParte

https://t.co/mgZRkgw8mN"
3256,"RT @Jujamaican: Safaricom Changes Mpesa logo in support of Eliud Kipchoge #Eliud159 #ParteAfterParte

https://t.co/mgZRkgw8mN"
3257,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3258,RT @dispatchug: Kenya's leading telecom company @SafaricomPLC unveil M-Pesa logo featuring #Eliud159 in honour of Eliud Kipchoge's INEOS Ch…
3259,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3260,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
3261,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
3262,"RT @Propesaa: LIVE UPDATES FROM AUSTRIA 🇦🇹 VIENNA INEOS 159 CHALLENGE. Eliud Kipchoge
#eliudkipchoge #ineos159challenge
Full video  https:/…"
3263,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
3264,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3265,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3266,"RT @Propesaa: LIVE UPDATES FROM AUSTRIA 🇦🇹 VIENNA INEOS 159 CHALLENGE. Eliud Kipchoge
#eliudkipchoge #ineos159challenge
Full video  https:/…"
3267,RT @CarolRadull: Eliud Kipchoge first day in Vienna  ahead of the #INEOS159Challenge. He trained on the challenge course with several of hi…
3268,Safaricom changes M-Pesa logo in support of Kipchoge https://t.co/SjoUDavIM5 #eliudkipchoge #SinaJobKE… https://t.co/Rpdlfqd0iK
3269,RT @DavisWispers: In the next 5 days M-pesa is going to change its logo in honour of legendary athlete Eliud kipchoge as he tries for the s…
3270,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3271,"RT @RadioKhendoFM: Its not clear whether he is a #KenyattaUniversity student. What is not in doubt is that during demos, he values 3 things…"
3272,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3273,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3274,"RT @EbosoAnne: ""Safaricom has announced that it will revamp its mobile money platform M-Pesa logo for the next 7 days to pay homage to the…"
3275,It always seems impossible untill it's done-Nelson Mandela.  Go go Eliud Kipchoge #Eliud159
3276,RT @kenyanathlete: Some approximate time splits I will be following on Saturday as Eliud Kipchoge attempts to run a marathon under 2hrs. @I…
3277,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3278,"RT @Kakamega_pundit: I feel so happy and emotional watching this. Naskia ni brother ya Eliud kipchoge

Team 🇰🇪 https://t.co/M808N2EZ9U"
3279,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3280,So where do we get a permit to tweet about Eliud Kipchoge and how much is it?
3281,"No human is limited. 
Eliud Kipchoge has really shown that we all have capabilities to better ourselves.
 #Eliud159 https://t.co/jIkWsYgnG0"
3282,"RT @kelvino_mutwiwa: ""In life, the idea is to be happy. So I believe in calm, simple, low profile life. You live simple, you train hard and…"
3283,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3284,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3285,Greatness is achieved by those who attempt the impossible. We wish Eliud Kipchoge all the best in Vienna.… https://t.co/C1O2f1BRlg
3286,"8 fun facts about Eliud Kipchoge, the greatest Marathoner ever  https://t.co/fiTwXqEZki"
3287,"RT @petrom_: if @AthleticsKENYA were involved, Eliud Kipchoge would arrive Friday night after 3 connecting flights. Economy.
He'd be stayin…"
3288,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3289,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3290,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3291,RT @PsSportsKenya: The hard work and resilience of our athletes epitomize the true Kenyan spirit. Fully behind Eliud Kipchoge in his upcomi…
3292,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3293,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
3294,"RT @PatrickOmune: If you want to know why Eliud is equal to the challenge &amp; will break the under 2hr mark, just indulge yourselves in this…"
3295,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3296,"Safaricom Changes Mpesa logo in support of Eliud Kipchoge #Eliud159 #ParteAfterParte

https://t.co/mgZRkgw8mN"
3297,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3298,"Eliud Kipchoge 159 challenge will be the best script of Never give up, anything is possible #ineos159challenge #eliudkipchoge"
3299,RT @shobanes: Will Eliud Kipchoge be wearing the 'New' Nike's ZoomX Vaporfly Next% that he used at the London Marathon for the #ineos159cha…
3300,"RT @NNRunningTeam: Eliud Kipchoge started his INEOS 1:59 journey in April, read how he has been preparing himself for this challenge: https…"
3301,Safaricom's mpesa changes it's logo for the first time in 12 years in support of Kichoge's challenge to run the mar… https://t.co/PaFxIndVbw
3302,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3303,"RT @Jo_Kimoney: Men you should take the 1hr.59mins challenge. Sex tonight should last the same duration. Musimame na Eliud Kipchoge😂
#eliud…"
3304,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3305,"RT @SafaricomPLC: To show our commitment and respect to our icon @EliudKipchoge, we will be changing our M-PESA brand for the next 7 days.…"
3306,"RT @bevalynekwambo3: #ineos159challenge
Eliud Kipchoge is busy Breaking his own record,  it's him against time, meaning, the only person yo…"
3307,Btw I'm curious..what does Eliud Kipchoge get for breaking the 2 hour barrier in the #ineos159challenge #eliudkipchoge #Eliud159
3308,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
3309,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
3310,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
3311,"RT @Jo_Kimoney: Men you should take the 1hr.59mins challenge. Sex tonight should last the same duration. Musimame na Eliud Kipchoge😂
#eliud…"
3312,"RT @bevalynekwambo3: #ineos159challenge
Eliud Kipchoge is busy Breaking his own record,  it's him against time, meaning, the only person yo…"
3313,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3314,"RT @Kenyafootball: Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to celebrat…"
3315,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3316,RT @TheStarBreaking: FIFTEEN Kenyans among 41 pacemakers who will run with Eliud Kipchoge in the #INEOS159 #KipchogeINEOSChallenge https://…
3317,"RT @DonaldBKipkorir: Meet Sir James A Ratcliffe, the richest man in UK who is sponsoring our Eliud Kipchoge at Vienna City Marathon to be t…"
3318,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
3319,Kenya's leading telecom company @SafaricomPLC unveil M-Pesa logo featuring #Eliud159 in honour of Eliud Kipchoge's… https://t.co/nDrJ6JKZwY
